,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
481,481,481,xxx,xxx,How to Prune Citrus Trees - Tailoring Your Pruning,xxx,"Aim to remove 20% of the total canopy. Focus on the long, gangly branches. Remove any low-lying “skirting” branches. Cut out any swollen stems. Cut out any dead or diseased wood. Cut out any wood laying on top of one another. Trim back watershoots in young trees.",xxx,xxx,xxx,1
482,482,482,xxx,xxx,How to Find Surface Area of a Triangular Prism - Finding the Lateral Area,xxx,Write down the formula for finding the lateral area of a triangular prism. Calculate the perimeter of one base. Plug the perimeter into the lateral area formula. Plug the height of the prism into the lateral area formula. Multiply the perimeter of one base with the height of the prism.,xxx,xxx,xxx,1
483,483,483,xxx,xxx,How to Make a Chocolate Bar - Tempering and Molding Chocolate Bars,xxx,"Choose an unwaxed chocolate designed for melting. Cut the chocolate into small pieces around ⁄2 inch (1.3 cm) in size. Bring a pot of water to a simmer. Keep 1/4 of your chocolate chilled for “seeding”. Place the bowl of chocolate over your pot of water. Check the temperature of the chocolate as it melts. Remove the bowl from the heat to seed your chocolate. Put the chocolate back over the pot to raise its temperature. Pour the chocolate into a silicon mold or rimmed baking tray. Refrigerate the chocolate until it is set. Store the bars in a cool, dry place for up to a month.",xxx,xxx,xxx,1
484,484,484,xxx,xxx,How to Blow Dry Layered Hair - Blow Drying Short Layers,xxx,"If your hair is several inches above your shoulders (your shortest pieces less than an inch long), section off the hair right above your ears and clip it away. Blow dry your shortest layers (below the ears) with just the blow dryer in a downwards motion, combing through the hair with either your fingers or a brush. Proceed to dry the rest of your hair the way described previously.",xxx,xxx,xxx,1
485,485,485,xxx,xxx,How to Choose Kids Books for Harry Potter Fans - Going With Your Child or a Friend,xxx,"See if any fantasy book clubs are open for members. Read a rival book series, and then choose your favorite book/let your child choose their favorite book from the rival series and Harry Potter. Be on the lookout for books by J. K. Rowling.",xxx,xxx,xxx,0
486,486,486,xxx,xxx,How to Brown a Roast for Cooking in a Crockpot,xxx,"Rinse the roast with cold water. Place the meat on a cutting board. Pat it dry with paper towels, pressing to absorb as much water as possible. Trim any excess fat off the meat. Cut the roast into smaller pieces if it is too large to fit into your crockpot. Heat 2 tablespoons (30 mm) of cooking oil in a large Dutch oven on medium high heat. Sprinkle and rub salt and pepper all over the meat. Brown the meat in the hot oil for several minutes on each side. Remove the seared meat and place it in the crockpot you’ll use to roast it.",xxx,xxx,xxx,1
487,487,487,xxx,xxx,How to Apply for a Marriage License in Kentucky - Getting a Marriage License in Kentucky if Both Parties are over 18,xxx,Visit the county clerk’s office to apply for a marriage license. Present your identification. Complete the marriage license application. Pay the fee for the marriage license. Complete the marriage ceremony within 30 days of receiving your license.,xxx,xxx,xxx,1
488,488,488,xxx,xxx,How to Act Around Your Ex - Seeing Your Ex at Work or School,xxx,Behave professionally at all times. Communicate issues discreetly. Find a buffer.,xxx,xxx,xxx,0
489,489,489,xxx,xxx,How to Hide Friends on Facebook - On Mobile,xxx,Open Facebook. Tap ☰. Scroll down and tap Settings. Tap Account Settings. Tap Privacy. Tap Who can see your friends list?. Tap Only me.,xxx,xxx,xxx,1
490,490,490,xxx,xxx,How to Do Math Calculations in Spotlight for Mac - Advanced calculations,xxx,Do advanced calculations following the order of operations. Press the ⏎ Return key to open the full calculator (your Mac's built-in calculator).,xxx,xxx,xxx,1
491,491,491,xxx,xxx,How to Retire Young - The Basics: Making Smart Decisions,xxx,"Determine exactly what a young age is. Learn to manage finances. Get a college education. Save early, save often. Reduce your expenses.",xxx,xxx,xxx,0
492,492,492,xxx,xxx,How to Change Your Password in Linux Using Terminal,xxx,"Open the Terminal if using a desktop environment. Type passwd in the terminal. If you have the right permissions, it will ask you for your old password. After entering your old password, enter in the new desired password.",xxx,xxx,xxx,1
493,493,493,xxx,xxx,How to Report Visa Violations - Reporting a Visa Holder,xxx,Gather information. Find a hotline or local office of ICE. Submit your tip to ICE.,xxx,xxx,xxx,1
494,494,494,xxx,xxx,How to Be More Perceptive - Trusting Your Intuition,xxx,Understand intuition and its role in your life. Discover traits of the intuitive person. Recognize some of the signs. Learn to become more intuitive. Check your gut decisions against the facts.,xxx,xxx,xxx,0
495,495,495,xxx,xxx,How to Visit a Disney Park In Search of Only Hidden Mickeys,xxx,"Gather as many sources as humanely possible of information regarding the locations of Hidden Mickeys around the park you'll be visiting. Plan your trip to the Disney Park of your choice. Look high and low and with a careful eye to detail, to spot those Hidden Mickeys that no one else has ever mentioned before. Look even into the entrances and ""back-alleys"" in some of the resorts, as some may be in places you wouldn't have thought to have even checked otherwise. Walk around each park jotting down exactly how the hidden Mickey was formed, and try to be as descriptive as possible.",xxx,xxx,xxx,0
496,496,496,xxx,xxx,How to Check Your Driving Record Online - Checking Employees' Driving Records,xxx,Learn the law. Get consent. Collect employees' personal information. Request employees' records.,xxx,xxx,xxx,0
497,497,497,xxx,xxx,How to Copy an Email on PC or Mac - Using Gmail or Yahoo,xxx,"Open your mailbox in your internet browser. Click the email you want to copy. Click the {""smallUrl"":""https:\/\/www.wikihow.com\/images\/6\/6e\/Android7print.png"",""bigUrl"":""https:\/\/www.wikihow.com\/images\/6\/6e\/Android7print.png"",""smallWidth"":460,""smallHeight"":460,""bigWidth"":760,""bigHeight"":760,""licensing"":""<div class=\""mw-parser-output\""><p>I edited this screenshot of an Android icon.\n<\/p><p>License: <a rel=\""nofollow\"" class=\""external text\"" href=\""http:\/\/en.wikipedia.org\/wiki\/Fair_use\"">Fair Use<\/a><br>\n<\/p><\/div>""} icon on the top-right. Click the Change button next to Destination. Select Save as PDF or Print to PDF. Click the Print button. Click Print in the confirmation pop-up. Select a folder to save your PDF. Click the Save button.",xxx,xxx,xxx,1
498,498,498,xxx,xxx,How to Peel a Pumpkin - Peeling with a Vegetable Peeler,xxx,"Wash the pumpkin to remove dirt and contaminants and soften the skin. Cut the rounded top and bottom off of the pumpkin to create flat surfaces. Set up the pumpkin and the peeler. Peel the skin using the peeler, starting from the side closest to you. Rotate the pumpkin to continue the peeling process. Inspect the pumpkin and check to make sure all of the skin is peeled.",xxx,xxx,xxx,1
499,499,499,xxx,xxx,How to Delete a YouTube Account - Deleting Accounts,xxx,"Visit the Google Account Management page. Click the ""Data tools"" tab. Click the ""Delete Google+ profile and features"" link. Confirm that you want to delete everything described by checking the ""Required"" box at the bottom of the page. Click ""Remove selected services"".",xxx,xxx,xxx,1
500,500,500,xxx,xxx,How to Transition Into Becoming an Adult Male - Caring for Yourself Independently,xxx,Learn to cook for yourself. Take care of your body. Take care of your possessions.,xxx,xxx,xxx,0
501,501,501,xxx,xxx,How to Whittle a Ball in a Cage - With Hand Tools,xxx,"Start with a small block of soft wood (pine, basswood or balsa) 1"" wide by 1"" tall, 4"" long. Mark on the wood with a pencil the trace lines as shown in the image. Chisel cavities on both sides of the outlined ball. Turn the block over and repeat. Cut the slivers from the ends of the block. Carefully whittle the slivers from the ball until it can roll freely within the frame.",xxx,xxx,xxx,1
502,502,502,xxx,xxx,How to Write a Communications Strategy - Delivering Your Message,xxx,Consolidate your message into three main points. Create an engaging narrative. Detail how you'll spread your message. List your resources. Provide a timeline.,xxx,xxx,xxx,0
503,503,503,xxx,xxx,How to Bake Lemon Poppyseed Cake - Making Tender Lemon Poppy Seed Cake,xxx,"Preheat the oven. Prepare the pan. Combine the all purpose flour, cake flour, baking powder, and salt. Mix together the butter and granulated sugar in a separate bowl. Add the eggs to the butter and sugar. Add the dry ingredients and milk. Fold in the lemon zest, poppy seeds, and lemon extract. Place the batter in the prepared cake pan. Bake the cake. Cool the cake. Make the icing. Glaze and serve the cake.",xxx,xxx,xxx,1
504,504,504,xxx,xxx,How to Keep a Child Hydrated During Sporting Events,xxx,Ensure that the adolescent or child drinks 16 to 20 oz of water 30 minutes to an hour before an event. Ensure adequate hydration. Get the child or adolescent to drink an additional 10-15 oz of cool water after the event.,xxx,xxx,xxx,0
505,505,505,xxx,xxx,How to Shop the Champs Elysees,xxx,Practice your French. Get a good map. Time your shopping trip right. Combine window shopping with actual purchases. Budget for what you can buy. Plan to walk. Duck into an indoor mall on the Champs Elysees if it rains. Be aware of special events. Take your time.,xxx,xxx,xxx,0
506,506,506,xxx,xxx,How to Switch Medicare from One State to Another - Moving with a Medigap Plan,xxx,Identify the Medigap plan you have. Check with your current insurance company. Request a special enrollment period if you have a Select plan. Notify your insurance company of your address change.,xxx,xxx,xxx,1
507,507,507,xxx,xxx,How to Survive in the Woods - Starting a Fire,xxx,"Find small, dry material to use as tinder. Gather small twigs and branches to use for kindling. Collect larger logs for fuel. Build a teepee structure with the tinder and kindling. Create a fire plough to ignite the kindling and start the fire. Use a fire to keep warm, cook your food, and purify your water.",xxx,xxx,xxx,1
508,508,508,xxx,xxx,How to Interview for a Job when You Have a Hangover - Before the Interview,xxx,Drink electrolyte-replenishing sports drinks as soon as possible. Pop a pill. Eat a hangover-bashing breakfast. Use eye drops to remove redness. Go through your typical grooming routine. Dab concealer over under-eye bags. Check it before you wreck it. Rehearse how you plan to respond to questions. Be punctual. Know when to reschedule. Bring water with you.,xxx,xxx,xxx,0
509,509,509,xxx,xxx,How to Varnish Raw and Unfinished Wooden Furniture,xxx,"Prepare a work area that is well-ventilated. Keep your piece of furniture out of direct sunlight so that the varnish doesn’t dry too fast. Smooth all rough surfaces with a very fine grade of sandpaper. Clean the furniture thoroughly after you have sanded it. Wipe down the entire piece with a tac cloth to make sure every particle of dust and dirt is gone. Choose a brush that is especially made for applying varnish. Purchase varnish and mineral spirits. Buy a large clean container with a wide mouth if you don’t have one on hand. Hold the varnish can and rotate it gently a few times to mix the varnish. Open the can of varnish and pour a measured amount into your empty, clean container. Put the lid back on the varnish can immediately so that no dirt or dust falls into the can. Measure the same amount of mineral spirits as you did varnish. Slowly pour the mineral spirits into the varnish you put into the wide-mouthed container. Dip your brush into the thinned varnish. Hold the brush over the container and allow the excess varnish solution drip back into the container. Brush the varnish onto your bare furniture using long, straight strokes. Brush with the grain, not against it. Allow the first coat to dry overnight. Test for dryness by lightly rubbing a piece of fine sandpaper on the varnished furniture. Use fine sandpaper to lightly sand the piece when it is dry; be sure to sand with the grain. Wipe the sanding dust from the furniture with a soft, clean cloth. Wipe it down again with a tac cloth. Repeat the varnish and sanding process twice more, always allowing each coat of varnish to dry completely before sanding and cleaning.",xxx,xxx,xxx,1
510,510,510,xxx,xxx,How to Work Towards Your Perfect Life - Practicing Happiness,xxx,Don’t wait. Be yourself. Manage your stress. Surround yourself with great friends. Commit to getting good sleep.,xxx,xxx,xxx,0
511,511,511,xxx,xxx,How to Go to Sleep Fast for Kids - Starting a Bedtime Routine,xxx,Plan to start your bedtime routine about 30 to 60 minutes before bedtime. Take a warm bath. Put on pajamas. Take care of other personal needs. Play some soothing music. Dim the lights. Climb into bed. Talk quietly or read a story.,xxx,xxx,xxx,1
512,512,512,xxx,xxx,How to Play a Role Playing Game by Yourself,xxx,"Decide on what your game will be about: fantasy, sci-fi, real-life or anything you can imagine. Create a world you will play in. Now you have your worlds it's time to create a character. Now that you have a world and a character, it's time to start playing. So we now know what we are doing on our quest and where we are going but, we don't know-how. Once you have defeated a monster you need to find the scroll. Now you have done the first quest you will need to know how your character page changes. So you now know how to create a world and a character, you how to quest and battle and you know how the character sheet works.",xxx,xxx,xxx,0
513,513,513,xxx,xxx,How to Open a Shop - Preparing to Open Your Shop,xxx,Research the competition in your area. Construct a sound business plan. Find investors to put up the capital for your shop. Find out about what is necessary to become a business owner. Find suppliers.,xxx,xxx,xxx,0
514,514,514,xxx,xxx,How to Travel Around The World Without Leaving Home - Traveling Around the World with Food and Drink,xxx,Cook at home to prepare diverse foods from different cultures. Take an ethnic cooking class. Learn about wines and other popular worldwide drinks. Eat at ethnic restaurants.,xxx,xxx,xxx,0
515,515,515,xxx,xxx,How to Change the Root Password in Linux - With the Current Root Password,xxx,"Open a terminal window. Type su at the command prompt, and press ↵ Enter. Type the current root password, then press ↵ Enter. Type passwd and press ↵ Enter. Type a new password and press ↵ Enter. Retype the new password and press ↵ Enter. Type exit and press ↵ Enter.",xxx,xxx,xxx,1
516,516,516,xxx,xxx,How to Bake Halibut - Parchment Baked Halibut,xxx,Preheat the oven to 400 degrees Fahrenheit (200 degrees Celsius). Center the fillets on the parchment paper. Season with salt and pepper. Arrange the aromatics on top. Fold the parchment paper into packets. Bake for 15 minutes. Serve.,xxx,xxx,xxx,1
517,517,517,xxx,xxx,How to Make Vegetable Fritters - Making Gluten Free Vegetable Fritters,xxx,"Wash, peel, and grate the zucchinis. Salt and strain the zucchinis. Combine the zucchinis with the rest of the ingredients. Stir everything together, and add some lemon juice, if desired. Heat some oil in a large skillet. Ladle spoonfuls of batter onto the skillet. Cook the fritters for 2 to 3 minutes per side. Transfer the fritters to a wire cooling rack. Serve the fritters.",xxx,xxx,xxx,1
518,518,518,xxx,xxx,How to Remove a Stuck Ring - Lubricant Method,xxx,"Use something slippery. Move the ring around, getting some of the lubricant underneath.",xxx,xxx,xxx,1
519,519,519,xxx,xxx,How to Learn Italian - Reading in Italian,xxx,Start with children's books to learn basic Italian. Advance to short stories. Follow current events in Italian newspapers. Keep a dictionary nearby to look up words you don't know. Cook a meal from an Italian cookbook. Immerse yourself in a novel. Read aloud to practice your pronunciation.,xxx,xxx,xxx,0
520,520,520,xxx,xxx,How to Make Letters of the English Alphabet - Making Cursive Letters,xxx,"Use a piece of lined paper. Draw the letter a. Make the letter b. Practice the letter c. Start with a curve in the center of the page. Try the letter d. Make a round, lowercase O shape. Make the letter e. Start with a slope upward to the middle line of the paper. Do the letter f. This is one of the more challenging letters, so don’t be afraid to practice it several times. Practice the letter g. Start with a round O shape. Do the letter h. Make an upward slope to form the beginning of a lowercase b, with a long slope that loops and then draws downward. Try the letter i. Make the letter j. Do the letter k. Do an upward slope to form the beginning of a lowercase b, with a long slope that loops and then draws downward. Draw the letter l. Draw a slanted upward line and then loop down to create a downward line that curves to the right of the paper. Do the letter m. Make a small, narrow, upside down lowercase u. Practice the letter n. Create a small, narrow upside down lowercase u. Make the letter o. Try the letter p. Start from the bottom line of the page. Do the letter q. Make the letter r. Start with an upward slope to the middle line of the page. Try the letter s. Make a curved line upwards to the middle of the paper. Do the letter t. Make a vertical line upward and then draw downward over the same vertical line. Practice the letter u. Make the letter v. Start with a slope upward from the bottom line to the middle line and then make a curve downward to form a narrow u shape. Try the letter w. Create two u’s, joined together. Do the letter x. Make the letter y. Practice the letter z.",xxx,xxx,xxx,1
521,521,521,xxx,xxx,How to Use Kaffir Lime Leaves - Using Dried or Powdered Leaves,xxx,Simmer dried leaves in your dish to impart their flavor. Eat around the dried leaves or remove them before you serve your food. Sprinkle a pinch of kaffir leaf powder into a dish to add a subtle flavor.,xxx,xxx,xxx,1
522,522,522,xxx,xxx,How to Make Money During a Semester Abroad - Finding New Ways to Make Money,xxx,Find an online job. Work as a tutor. Consider personal fundraising.,xxx,xxx,xxx,0
523,523,523,xxx,xxx,How to Prove Assault - Proving an Intentional Threat,xxx,Describe the events that transpired. Talk to any witnesses of the assault. Research your assailant's past. Consider calling reputation or character witnesses.,xxx,xxx,xxx,0
524,524,524,xxx,xxx,How to Cite a Syllabus in APA - Integrating an In-Text Citation,xxx,Mention the author’s name in the text. Include the year cited on the reference page immediately after the author’s name. Set off direct quotes with quotation marks. End the citation with the page number or numbers.,xxx,xxx,xxx,1
525,525,525,xxx,xxx,How to Repair a Book's Binding - Reattaching Loose Pages,xxx,Purchase an acid-free book or binding glue. Remove the loose pages. Apply a thin layer of the glue. Set the pages back on the spine. Hold the book closed with a rubber band. Let the book dry for 24 hours.,xxx,xxx,xxx,1
526,526,526,xxx,xxx,How to Write a Human Interest Piece - Preparing Your Story for Submission,xxx,Assess how newsworthy your story is. Maintain your journalistic integrity. Proofread and edit your writing.,xxx,xxx,xxx,0
527,527,527,xxx,xxx,How to Cook Green Beans - Cooking Green Beans in Other Ways,xxx,"Sauté green beans for 1 to 2 minutes after steaming them. Roast green beans for a warm meal. Cook green beans in a crock pot for a warm, hearty meal. Add green beans to a casserole for a tasty, filling meal.",xxx,xxx,xxx,1
528,528,528,xxx,xxx,How to Install Popup Camper Air Conditioner Roof Supports - Completing the Installation,xxx,"Restaple the plastic track around the mount, being sure to push it back up to the ceiling. Put the canvas back in the track and re-insert the screws. Repeat the above steps for each corner. Attach the bar to the mounts with 1/4""-20×1"" round head machine screws. Repeat the above step for each of the four mounts.",xxx,xxx,xxx,1
529,529,529,xxx,xxx,How to Cut Zucchini - Dicing,xxx,Wash the zucchini before you cut. Cut off the stem and blossom ends. Carefully cut the zucchini into 3-4 vertical strips. Slice each strip into 3 thinner strips. Turn the zucchini and cut crosswise to make cubes.,xxx,xxx,xxx,1
530,530,530,xxx,xxx,How to Diagnose a Fistula - Getting a Medical Diagnosis,xxx,"Make an appointment to see your primary care physician. Let your doctor perform a physical. Consent to imaging tests. Get a colonoscopy, if your doctor recommends it. Provide blood samples, if needed. Get a double-dye or blue dye test for vaginal fistulas. Submit to any other recommended tests. Discuss your treatment options.",xxx,xxx,xxx,1
531,531,531,xxx,xxx,How to Celebrate DNA Day,xxx,Make a model of DNA! Learn what DNA is made of. Attend some of the celebratory events taking place at the Smithsonian museum. Enter the National DNA Day American Society of Human Genetics Essay Contest. Make DNA sequence bracelets!,xxx,xxx,xxx,0
532,532,532,xxx,xxx,How to Replace Scooter Wheels - Removing the Old Wheels,xxx,Flip your scooter over so the wheels face upwards. Loosen the screws of the old wheel with 2 allen wrenches. Pull out the axle and screw from the wheel. Slide out your old wheel from the scooter base. Take the bearings out of the old wheel if your new one doesn't have them.,xxx,xxx,xxx,1
533,533,533,xxx,xxx,How to Make Easter Egg Bunnies - Adding the bunny's facial details,xxx,Craft facial details. Glue on the eyes. Add the ear backs to the pipe cleaner ears.,xxx,xxx,xxx,0
534,534,534,xxx,xxx,How to Get Home After Medical Procedures As a Solo Adult - Returning Home Safely,xxx,Have a friend or family member come with you. Ask the facility what they recommend. Hire a home care professional.,xxx,xxx,xxx,0
535,535,535,xxx,xxx,How to Paint a Model Car - Hand Painting the Car,xxx,"Add paint thinner and stir your paint. Wash your model car. Paint the smaller pieces of your model first. Apply paints using even, consistent strokes. Allow your model car parts to dry before applying additional coats.",xxx,xxx,xxx,1
536,536,536,xxx,xxx,How to Get Rich by Buying and Flipping Real Estate - Evaluating Your Capabilities,xxx,Assess your time commitment. Evaluate your own renovation skills. Assess your ability to finance a flip. Make sure you have real estate market knowledge.,xxx,xxx,xxx,0
537,537,537,xxx,xxx,How to Select a Radio Controlled Model Sailboat - Learning about the types of sailboats on offer,xxx,Learn as much as you can about the types of a model sailboat. Expect complexity. Be prepared to spend some money. Determine which size you're interested in.,xxx,xxx,xxx,0
538,538,538,xxx,xxx,How to Copy Text from a PDF to a Word Doc - Using Adobe Acrobat Reader for Windows or macOS,xxx,Open your PDF in Acrobat Reader. Select the text in the document. Copy the text. Open a new document in Word. Paste the copied text.,xxx,xxx,xxx,1
539,539,539,xxx,xxx,How to Increase Good Bacteria in Your Gut - Using Medicine,xxx,Try taking a daily probiotic supplement. Consider a fecal transplant for stubborn gut infections. Avoid antibiotics unless they are absolutely necessary.,xxx,xxx,xxx,0
540,540,540,xxx,xxx,How to Benefit from Hydroponic Indoor Gardening,xxx,Take advantage of the precise control you will have over your plants' nutrients. Enjoy the reduced risk of soil-borne pests and diseases. Utilize only the amount of water that is needed for your gardening. Grow more plants in less space using hydroponic gardening. Enjoy faster harvest times when growing fruit or vegetables. Reduce the strain on your own body when gardening.,xxx,xxx,xxx,0
541,541,541,xxx,xxx,How to Check if an iPhone Is Stolen - Finding the IMEI and MEID Numbers,xxx,"Open your iPhone's {""smallUrl"":""https:\/\/www.wikihow.com\/images\/7\/7e\/Iphonesettingsappicon.png"",""bigUrl"":""https:\/\/www.wikihow.com\/images\/7\/7e\/Iphonesettingsappicon.png"",""smallWidth"":460,""smallHeight"":460,""bigWidth"":760,""bigHeight"":760,""licensing"":""<div class=\""mw-parser-output\""><p>I edited this screenshot of an iPhone icon.\n<\/p><p>License: <a rel=\""nofollow\"" class=\""external text\"" href=\""http:\/\/en.wikipedia.org\/wiki\/Fair_use\"">Fair Use<\/a><br>\n<\/p><\/div>""} Settings. Scroll down and tap {""smallUrl"":""https:\/\/www.wikihow.com\/images\/3\/36\/Iphonesettingsgeneralicon.png"",""bigUrl"":""https:\/\/www.wikihow.com\/images\/3\/36\/Iphonesettingsgeneralicon.png"",""smallWidth"":460,""smallHeight"":460,""bigWidth"":760,""bigHeight"":760,""licensing"":""<div class=\""mw-parser-output\""><p>I edited this screenshot of an iPhone icon\n<\/p><p>License: <a rel=\""nofollow\"" class=\""external text\"" href=\""http:\/\/en.wikipedia.org\/wiki\/Fair_use\"">Fair Use<\/a><br>\n<\/p><\/div>""} General. Tap About. Scroll down to the ""IMEI"" section. Review your iPhone's IMEI and MEID numbers.",xxx,xxx,xxx,1
542,542,542,xxx,xxx,How to Repair Car Paint Chips - Repainting Medium Sized Chips,xxx,Remove any debris. Wash the area around the chip. Use rubbing alcohol to remove grease and oil. Apply primer to the metal. Apply touch up paint by dabbing the applicator brush. Allow the paint to dry and re-apply if necessary. Wash and wax the vehicle.,xxx,xxx,xxx,1
543,543,543,xxx,xxx,How to Write Headings for an Article - Writing Headings for APA Articles,xxx,Include a running head/page header. Compose a level one heading. Create a level two heading. Write a level three heading. Create a level four heading. Write a level five heading.,xxx,xxx,xxx,1
544,544,544,xxx,xxx,How to Find Your Perfect Match - Knowing What You Deserve,xxx,Make a list. Think about what you will gain. Look for the qualities you respect.,xxx,xxx,xxx,0
545,545,545,xxx,xxx,How to Obtain Free Employment Verification of Someone - Using an Employment Verification Letter,xxx,Understand what a verification letter is. Ask for a letter. Accept a character reference as a substitute.,xxx,xxx,xxx,0
546,546,546,xxx,xxx,How to Get a Dog to Listen - Using a Dog’s Name to Get Its Attention,xxx,Say the dog’s name clearly. Use a kind tone. Offer a treat when you say the dog’s name.,xxx,xxx,xxx,1
547,547,547,xxx,xxx,How to Help Curb the Effects of Global Warming,xxx,"Do not cut down trees and shrubs unnecessarily. Change from being a paper-intensive to being a paper-free organization, hospital, office, etc. Avoid using or purchasing commodities stored in plastic bottles or containers as these plastic containers use up large amounts of crude oil in order to be manufactured. Switch off electrical appliances and lights when not needed, or when leaving home. Do not burn garden refuse or any plastic material. Recycle as much as possible. Encourage environmentally friendly behaviors and children need to made aware of the do's and do not of helping preserve the environment. Do not use candles or burn fires if possible. If possible use public transport when traveling to work or running errands. Change trends from using wooden and hard plastic furniture to naturally built stone or cement fixtures. Convert unused outdoor spaces into a green haven. Adopt a fervent stance in an attempt to make these changes.",xxx,xxx,xxx,0
548,548,548,xxx,xxx,How to Clean a MacBook Pro Keyboard - Cleaning and Disinfecting the Keyboard Surface,xxx,"Dust the surface of your keyboard with a lint-free cloth. Use disinfectant wipes to clean the surface of your keyboard. Use a damp microfiber cloth and wipe down the keyboard. Dry your keyboard with a dry, lint-free, microfiber cloth.",xxx,xxx,xxx,1
549,549,549,xxx,xxx,How to Decorate Your Cell Phone - Doing Temporary Designs,xxx,Cover a clear or colored plastic cell phone case with washi tape. Decorate your phone with stickers if you prefer something simple. Try self-adhesive rhinestones if you want non-permanent bling. Use a clear case and printed images for an interchangeable design. Stylize your phone with themes and wallpapers. Add charms to your phone for something cute and simple.,xxx,xxx,xxx,0
550,550,550,xxx,xxx,How to Help Your Community Be a Safer One - Engaging With Others in Your Community,xxx,Get to know your neighbors. Participate in a community building initiative. Get to know your local police. Spend time outdoors. Prioritize accessibility for all residents.,xxx,xxx,xxx,0
551,551,551,xxx,xxx,How to Stay Informed About Current Events - Interpreting the News,xxx,"Fact-check news sources and partisan claims. Find a mix of local, national, and global news coverage. Investigate issues of special concern to you.",xxx,xxx,xxx,0
552,552,552,xxx,xxx,How to Reduce Anxiety Associated with Social Media Addiction - Limiting Your Social Media Use,xxx,Set a timer every time you start using social media. Post updates without making comparisons. Be selective of what you share. Reflect before responding to comments. Limit interactions to friends and relatives. Spend time with friends in real life.,xxx,xxx,xxx,0
553,553,553,xxx,xxx,How to Undo a Bra One Handed - Familiarizing Yourself with a Bra,xxx,Find a bra you can use for practice. Check out the mechanism that keeps a bra fastened. Practice unhooking the bra with one hand.,xxx,xxx,xxx,1
554,554,554,xxx,xxx,How to Add a Color Palette in Photoshop from a Photograph - Using the Palette,xxx,Open the photo that you want to color. Be sure that your Swatches window is showing. Click on the tiny icon with 4 lines and then Load Swatches. Find and select the palette that you just created. Look at your swatches.,xxx,xxx,xxx,1
555,555,555,xxx,xxx,How to Read Google Books,xxx,"Go to the classic Google Books website or the new one. Search for a book or magazine's title, author, ISBN, or keywords. Click a title. Click Read for free or Preview.",xxx,xxx,xxx,1
556,556,556,xxx,xxx,How to Be an Effective Public Speaker - Giving Your Presentation,xxx,Mingle with the audience members before you give your speech. Review your notes before your speech. Articulate your words. Use gestures to emphasize your points. Adjust to follow the audience’s reaction. Use audio-visual aids only as needed. Involve the audience. Be yourself. Calm yourself if you start to feel nervous.,xxx,xxx,xxx,0
557,557,557,xxx,xxx,How to Stay Active with Psoriatic Arthritis - Doing Aerobic Exercises,xxx,Walk more often. Ride a bike. Go swimming. Try cross-country skiing. Try tai chi. Try yoga. Engage in social dancing. Try a sport. Find ways to incorporate physical activity into your daily routine.,xxx,xxx,xxx,0
558,558,558,xxx,xxx,How to Hide a Lip Piercing from Parents or Bosses - Concealing Getting the Piercing,xxx,Check your state's laws. Consider when to get the piercing. Choose a clear bioplast loop or stud for the piercing.,xxx,xxx,xxx,1
559,559,559,xxx,xxx,How to Avoid Confusion in Study and Work,xxx,"Have an ""Ah Ha"" moment. Decide some areas of your abilities and things that are  interesting to learn. Keep up your stamina and enthusiasm in the areas of your strengths and interests to find your best abilities and greatest opportunities that will fit your personality. Focus mainly on one thing -- one at one time, and not much else, and let almost every ounce of effort go into that so that it will become a real area of strength -- not confusion. Keep on doing what you decided to do. Improve yourself and your chances and you will not be confused. Do not stop and start--or quit halfway through--because if you do not accept or reject theories or ideas blindly, then you can be clear about your purposes and keep going. Continue to build your strength of faith and your ability to learn and to earn -- with faith in your ability to improve abilities and skills by being persistent and reliable -- believing that you're blessed. Follow-through: stopping halfway is confusing and shows a pattern of mixed up thinking.",xxx,xxx,xxx,0
560,560,560,xxx,xxx,How to Feel Amazing - Feeling Physically Amazing,xxx,Take care of personal hygiene. Get some exercise. Eat healthily. Get enough sleep.,xxx,xxx,xxx,0
561,561,561,xxx,xxx,How to Cure Astigmatism - Getting Laser Eye Surgery,xxx,Get a referral for a specialist eye clinic from your optometrist. Learn the possible risks of laser eye surgery. Allow the eye surgeon to perform laser eye surgery. Recover after the surgery.,xxx,xxx,xxx,1
